customer_id,age,income,employment_length,credit_score,loan_amount,default,Checking,Savings,Credit Card,Auto Loan,Mortgage,Personal Loan,Investment
43,23,122099.36592671477,20,673,14376.306446606879,0,1,0,0,0,0,0,0
44,57,20000.0,27,490,35198.89241757543,1,1,1,0,0,0,0,0
45,71,75899.63445244827,34,560,35142.908331268976,0,1,0,0,0,0,1,0
46,27,57948.713776663724,21,724,21894.207480374847,0,1,0,1,0,0,0,0
47,41,54437.12361065064,39,639,9298.909762715879,0,1,0,1,0,0,0,0
48,29,23334.370598938396,22,608,28052.198741643286,0,1,1,1,0,0,0,0
49,59,28293.359132912643,2,541,12185.859898223396,0,1,1,0,0,0,0,0
50,38,218609.34869270842,39,563,4528.2264572993045,0,1,0,0,0,0,0,0
51,24,158280.49250450433,9,488,8925.897913027811,0,1,1,0,1,0,0,0
52,45,108409.1388121275,24,641,14538.084229632384,0,1,1,1,0,0,1,0
53,34,126991.88716678106,7,602,33197.03300742135,0,1,1,1,0,0,0,0
54,70,117807.92650297128,10,572,11119.680416218034,1,1,1,0,0,0,1,0
55,29,46226.80160436117,4,644,3987.0276753742787,0,1,0,1,0,0,0,0
56,46,62198.29342485782,36,679,14139.69944118042,0,1,1,1,0,0,0,0
57,73,20000.0,37,817,14964.799766193953,0,1,0,1,0,0,0,0
58,22,55728.30683632579,28,529,16088.139925188363,0,1,1,0,0,0,0,0
59,40,154311.9373072558,4,742,33519.12719609729,0,1,1,1,1,0,0,0
60,48,35292.798068865,8,727,37009.252949945636,0,1,0,0,0,0,0,0
61,67,135742.22527084826,1,587,7374.542368975033,0,1,1,0,1,0,1,0
62,27,64425.74446316535,0,666,7214.560408803477,0,1,1,1,0,0,0,0
63,64,20000.0,39,613,4721.119766199333,0,1,1,1,1,0,1,0
64,28,24689.773025471466,29,664,26871.34269173412,0,1,0,1,1,0,0,0
65,67,124921.68447875608,10,770,56886.885391499294,0,1,0,1,0,1,0,0
66,55,93154.92703658484,27,698,9748.981257193147,0,1,0,0,0,0,0,0
67,34,64952.48349460296,11,690,10494.110093428997,0,1,1,1,0,0,0,0
68,37,48087.355811823465,38,615,57917.94560473191,1,1,0,0,0,0,0,0
69,56,70859.5042427404,25,531,22149.226485485742,0,1,1,0,1,0,0,0
70,70,121083.66106254981,12,633,20665.80549307626,0,1,0,1,0,0,1,0
71,60,194985.91894299397,7,746,4060.589723032882,0,1,1,0,0,0,0,0
72,24,202591.5899964738,27,527,26336.947212411396,0,1,0,0,0,0,0,0
73,22,80625.31173786863,29,565,5275.684217915978,0,1,1,0,0,0,0,0
74,26,52180.00464494196,8,660,4298.321231039147,0,1,1,1,0,0,0,0
75,74,67305.57877008918,38,571,9444.883291667627,0,1,0,0,0,0,1,0
76,62,90916.45490170918,30,586,7436.884399040105,0,1,0,0,0,0,0,0
77,24,90622.11481047151,20,616,10704.294612889695,0,1,0,0,1,0,1,0
78,74,170482.73502227917,33,540,3162.1845008278574,0,1,0,0,0,0,1,0
79,49,325333.0082624474,30,572,34850.27497730809,0,1,1,0,0,0,0,0
80,38,50807.34939888088,24,706,41261.54760461388,0,1,1,1,1,0,0,0
81,46,335946.7442273285,11,545,1905.800722193704,0,1,0,0,0,0,1,0
82,64,152938.53649485402,0,522,35541.5532726059,0,1,1,0,1,0,0,0
83,54,55234.42105989247,21,599,5940.041329604584,0,1,1,0,0,0,1,0
84,30,198561.04654374268,39,708,31475.839703461515,0,1,0,1,1,0,0,0
85,56,230618.1614609226,36,634,12475.893076221277,0,1,1,1,0,0,0,0
86,34,41430.128829829344,0,612,13749.745090924253,0,1,0,0,1,0,1,0
87,51,239371.54418517934,0,653,11102.24201878487,0,1,0,1,1,0,0,0
88,68,141501.59340698438,20,510,44897.132351169625,0,1,0,0,0,0,0,0
89,35,398254.8087428862,14,689,3867.6872109757674,0,1,1,1,0,0,0,0
90,28,42649.42770398622,16,680,24534.617016816173,0,1,1,1,0,0,0,0
91,34,45128.01938660446,21,617,40188.25890428155,0,1,1,0,0,0,1,0
92,43,20000.0,37,730,27346.39749535858,1,1,0,1,0,0,0,0
93,60,94556.71918561013,34,559,100000.0,0,1,0,0,0,0,0,0
94,41,80837.88468557027,15,740,7871.888206925977,0,1,1,1,0,1,0,1
95,36,38162.36359710126,7,662,34797.63913780271,0,1,1,1,0,0,0,0
96,65,56079.15281150789,16,623,12014.978571122554,0,1,1,1,0,0,1,0
97,38,20973.67149657522,16,648,45862.63794035022,0,1,0,0,0,0,0,0
98,67,156178.67170235177,25,641,13257.397854900324,0,1,0,0,0,0,0,0
99,73,40466.93178238984,12,747,9064.529492919824,0,1,1,0,0,0,0,0
100,44,500000.0,16,563,49319.37100599487,0,1,1,0,0,0,0,0
101,46,52027.04504770313,37,588,8171.747530315997,0,1,1,0,1,0,1,0
102,45,32607.73884810302,16,732,3252.80910208019,0,1,1,1,0,0,0,0
103,65,43051.37741351103,13,602,7967.715687404437,0,1,1,1,1,0,1,0
104,61,20000.0,5,722,24810.765894107117,0,1,1,1,1,0,0,0
105,49,88063.86004082327,34,785,53746.76464822451,0,1,1,0,0,1,0,1
106,35,42790.878520488586,13,617,14930.022167532168,0,1,1,0,1,0,0,0
107,65,148005.13266564577,7,704,49921.00161444883,0,1,0,0,0,1,0,0
108,21,48059.83152932981,14,557,3435.18162653117,0,1,1,0,1,0,0,0
109,45,181235.7029533838,26,710,8576.117079249274,0,1,1,1,0,0,0,0
110,27,109750.46847065452,12,665,10010.850991642807,0,1,0,1,0,0,0,0
111,29,61259.69621167253,30,687,11913.655861203395,0,1,0,1,0,0,0,0
112,44,211967.04000245864,34,598,14531.796479444267,0,1,1,0,1,0,0,0
113,21,128262.56985938296,5,517,26659.769756156318,0,1,1,0,0,0,0,0
114,64,500000.0,4,690,8562.891137588798,0,1,1,1,1,0,0,0
115,28,43149.91833895521,21,484,15352.424477393544,0,1,0,0,1,0,0,0
116,44,63658.80215483301,22,624,12770.295764917408,0,1,1,1,1,0,0,0
117,31,210021.924957372,24,725,5292.839223601679,0,1,0,1,1,0,0,0
118,71,20000.0,33,665,11924.296388065573,0,1,0,1,1,0,0,0
119,37,171708.72321695686,25,805,11571.963016026444,0,1,1,1,0,0,0,0
120,28,85088.07760900693,4,732,11326.715693560098,0,1,0,1,0,1,0,1
121,55,29420.041231769774,25,597,13790.834124326768,0,1,1,0,0,0,1,0
122,55,20121.984914685254,19,652,14409.94022196556,0,1,1,0,1,0,0,0
123,53,34961.69880802515,5,646,8670.700140461959,0,1,0,0,1,0,0,0
124,25,20000.0,5,523,47701.3383421984,1,1,1,0,0,0,0,0
125,62,40472.1128796018,17,574,4148.571639789991,0,1,1,0,0,0,1,0
126,59,98522.97677155898,3,605,6496.571736095872,0,1,1,1,0,0,1,0
127,61,40903.032650863286,16,487,100000.0,0,1,1,0,1,0,1,0
128,48,181797.76395038544,13,653,4731.552468190043,0,1,0,1,0,0,0,0
129,27,225924.93615588016,13,630,3450.399585802305,0,1,0,1,1,0,1,0
130,29,166128.2876604143,12,516,27846.894888248913,0,1,0,0,0,0,0,0
131,28,72006.57607565024,6,682,1673.8474974727674,0,1,1,0,1,0,0,0
132,32,20000.0,14,707,10558.918001458433,0,1,1,1,0,0,0,0
133,54,34099.636601725004,18,668,100000.0,0,1,1,1,0,0,0,0
134,53,53442.90563156027,34,624,2849.9709432122477,0,1,1,1,0,0,1,0
135,68,29287.201198151426,16,697,1840.9472248613886,0,1,0,1,0,0,0,0
136,43,53551.314333130336,34,704,2983.3997891406684,0,1,1,0,0,0,0,0
137,44,217087.10878682407,18,674,32805.76589310398,0,1,1,1,0,0,0,0
138,57,20000.0,19,584,41141.66853971753,0,1,1,0,0,0,1,0
139,55,255085.39358741292,35,672,8001.715242728466,0,1,1,0,0,0,0,0
140,64,121513.55962691265,34,745,26455.31610376384,0,1,1,0,0,0,0,0
141,60,74204.0082042835,31,602,53650.996796921136,0,1,0,1,1,0,0,0
142,42,33830.11818979849,39,817,79805.39713566037,0,1,1,0,1,0,0,0
143,47,29757.59652053681,23,607,10442.76547729635,0,1,1,1,0,0,1,0
144,55,20000.0,16,652,1337.46095033136,0,1,1,0,1,0,0,0
145,21,236431.16423991398,6,596,5878.877242988232,0,1,1,0,0,0,1,0
146,55,204861.46476831203,0,667,8718.441772011212,0,1,0,1,0,0,0,0
147,57,20000.0,34,510,10311.97585760052,0,1,1,0,0,0,0,0
148,67,38480.142349150155,31,606,11071.622685223034,0,1,1,1,0,0,0,0
149,34,84669.93131142292,35,562,40900.378568052845,0,1,0,0,1,0,0,0
150,23,47117.16681314342,12,660,47783.153861581224,0,1,0,1,1,0,0,0
151,21,20000.0,5,729,11252.283289155559,0,1,1,1,0,0,0,0
152,25,35375.74842299261,13,701,40074.0742210491,1,1,1,0,0,0,0,0
153,46,285166.19750222366,36,460,19104.159527448162,0,1,1,0,0,0,1,0
154,34,37347.34589526973,14,813,14249.911467387312,0,1,1,1,1,0,0,0
155,59,52534.539664886186,3,673,33075.36938785685,0,1,1,1,0,0,0,0
156,47,23953.22048399157,39,587,14360.72097102691,0,1,1,0,0,0,1,0
157,29,95818.4360185907,15,662,100000.0,0,1,1,1,0,0,0,0
158,35,65651.8749572086,27,664,3170.3232497591603,0,1,1,0,0,0,0,0
159,35,33070.079393842905,15,596,7981.080648667655,0,1,1,0,1,0,1,0
160,46,21084.125352742667,3,665,11772.023469773701,0,1,1,0,0,0,0,0
161,62,184173.7158733311,25,601,20732.394142875033,0,1,1,1,0,0,0,0
162,33,20000.0,27,617,47475.09264387844,0,1,1,0,1,0,0,0
163,71,89594.79954369777,31,595,13037.712949156252,0,1,0,0,0,0,1,0
164,52,20000.0,1,535,3222.041199194048,1,1,1,0,0,0,0,0
165,59,105426.504193034,30,661,31023.92302870055,0,1,1,1,1,0,0,0
166,69,130123.4780526881,2,696,28423.13673191933,0,1,1,1,0,0,0,0
167,72,143749.4265324168,7,691,1916.2804886127878,0,1,0,1,1,0,0,0
168,52,52629.56037272438,23,715,13309.001187730408,0,1,1,0,0,0,0,0
169,24,212607.47080192214,14,675,2724.0040915880877,0,1,1,1,0,0,0,0
170,50,379357.1376248888,30,607,6872.951417521237,0,1,0,1,0,0,1,0
171,57,46290.93771241166,8,717,5416.423864323867,0,1,1,1,1,0,0,0
172,43,41739.19840205279,38,541,30009.36258859466,0,1,1,0,0,0,0,0
173,59,67463.48774924123,1,577,15015.378288992868,0,1,1,0,1,0,0,0
174,65,40857.91680245247,7,572,3693.792545188344,0,1,0,0,1,0,0,0
175,35,36348.34103222688,6,736,32211.086159872768,0,1,1,1,0,0,0,0
176,63,38972.40723074914,38,725,3184.957346973653,0,1,1,0,0,0,0,0
177,49,236240.30474677094,15,688,18585.068908468034,0,1,1,1,0,0,0,0
178,56,111024.4355356844,34,735,5919.393839791003,0,1,1,1,1,0,0,0
179,33,40751.30318646167,29,579,9268.000295808744,0,1,1,0,0,0,0,0
180,52,20000.0,9,677,22120.736440193585,0,1,1,1,1,0,0,0
181,27,20000.0,37,639,22504.023604229253,0,1,1,1,0,0,0,0
182,71,89567.09301809415,17,717,50866.97005628957,0,1,1,0,0,0,0,0
183,42,20000.0,4,640,12304.819579301937,0,1,1,0,0,0,0,0
184,48,75689.50738522374,28,619,18150.454178039243,0,1,1,1,1,0,0,0
185,22,25528.455733750536,38,693,8623.641114937698,0,1,0,1,0,0,0,0
186,62,64437.08624203369,33,720,16026.355785713171,0,1,1,1,1,0,0,0
187,65,63012.2884470035,22,596,20733.08573629494,0,1,1,0,0,0,0,0
188,73,65938.11615321311,4,645,12108.829213340754,0,1,0,0,0,0,0,0
189,26,43672.00344465489,29,565,2200.0811299302986,0,1,0,0,0,0,1,0
190,48,42538.783831097564,5,450,18610.307936534144,0,1,1,0,1,0,1,0
191,48,33636.5201476969,3,666,19236.436180435398,0,1,0,0,0,0,0,0
192,64,88178.09488123823,28,698,6767.090593276348,0,1,1,1,0,0,0,0
193,64,114022.8493086528,22,670,3698.2424191690175,0,1,1,1,0,0,0,0
194,40,22580.048417610848,5,494,58447.20519845846,0,1,1,0,0,0,0,0
195,50,57451.54766003534,31,621,21838.84428039664,0,1,1,1,0,0,0,0
196,31,70071.09572297972,17,472,10624.510998663425,0,1,1,0,1,0,0,0
197,48,69356.62198974617,14,759,4285.391177595623,0,1,1,1,0,0,0,0
198,45,68419.67412627931,39,563,5873.377740344935,0,1,1,0,1,0,1,0
199,59,43406.83307082972,31,750,49147.94907280828,0,1,1,1,1,0,0,0
200,53,74848.72385746971,8,725,15331.455943937193,0,1,1,1,0,0,0,0
201,21,98166.76241663718,36,577,7703.368140145413,0,1,1,0,1,0,1,0
202,47,67025.5604354926,9,559,22240.922597945308,0,1,0,0,0,0,0,0
203,72,89747.17856251092,19,678,5917.100411614087,0,1,1,1,0,0,0,0
204,33,132227.9662229209,5,582,59924.638711933396,1,1,0,0,0,0,0,0
205,61,20000.0,2,658,51678.676824970724,0,1,1,1,0,0,0,0
206,23,127359.75450289446,10,611,8378.514653644384,0,1,1,1,0,0,0,0
207,59,78742.80694829763,16,507,7124.74883273217,0,1,1,0,1,0,1,0
208,26,24604.87167317709,31,471,1000.0,0,1,0,0,0,0,0,0
209,28,113774.84219087446,3,668,3036.3737240372884,0,1,0,1,0,0,0,0
210,47,43535.99190917489,3,605,3500.041921727646,0,1,1,0,0,0,1,0
211,29,48553.756809650986,16,605,15293.60950914404,0,1,0,0,0,0,0,0
212,57,39889.011902154714,18,705,9640.866751640391,0,1,1,0,0,0,0,0
213,53,76261.16236217882,4,743,3479.571776909658,0,1,1,1,0,0,0,0
214,71,31943.29204087295,31,628,10085.317754584561,0,1,1,0,0,0,1,0
215,62,123152.62317337257,21,622,22144.338567296294,0,1,0,1,1,0,1,0
216,64,53578.8634273196,5,690,22648.28362548491,0,1,1,1,1,0,0,0
217,44,44740.661180011324,34,541,1998.8548471670226,0,1,1,0,0,0,0,0
218,35,109349.07227703326,21,667,11751.504095600425,0,1,1,1,1,0,0,0
219,74,46367.52449972613,0,694,3349.8110593294236,1,1,0,0,1,0,0,0
220,52,127840.85644006905,19,704,32916.4791424326,0,1,1,1,0,0,0,0
221,52,131094.58449158582,21,495,29264.967066012152,0,1,1,0,1,0,1,0
222,44,20581.685983413867,10,589,5442.3856029373055,0,1,1,0,0,0,0,0
223,61,145423.89375614194,12,579,6210.239851425407,0,1,0,0,0,0,0,0
224,72,20000.0,2,657,8423.097801590246,0,1,0,1,0,0,0,0
225,69,152857.9628038932,8,688,1404.1769441878766,0,1,0,1,0,0,0,0
226,69,303363.11119584384,11,769,18694.19213227465,0,1,0,1,1,0,0,0
227,72,120555.74639452754,22,610,10169.572509142497,0,1,1,0,1,0,0,0
228,32,20000.0,13,610,35248.38820689287,0,1,1,1,0,0,1,0
229,59,140203.8305863809,32,741,4454.146691432047,0,1,0,1,0,0,0,0
230,22,361097.4598449397,17,673,7193.096688112187,0,1,1,0,0,0,0,0
231,23,46984.57743687179,8,751,2961.5697922535733,0,1,1,1,1,0,0,0
232,69,58234.738900430064,22,673,4893.7268857313,0,1,1,0,0,0,0,0
233,57,23137.515399795317,9,557,4097.031655121267,0,1,1,0,0,0,0,0
234,69,76854.0567180073,18,543,36169.57876302679,0,1,1,0,1,0,1,0
235,37,165270.98615244415,4,525,6645.785353178525,0,1,1,0,0,0,1,0
236,69,104630.42962677796,22,702,15126.079991470508,0,1,1,0,0,0,0,0
237,22,500000.0,29,745,9129.229666373878,0,1,1,1,0,0,0,0
238,22,61477.19883336771,24,797,3753.8405216077117,0,1,1,1,0,0,0,0
239,48,20000.0,27,717,11290.303927330497,0,1,0,0,0,0,0,0
240,74,68650.02512991772,33,743,24321.1916066461,0,1,0,0,0,0,0,0
241,43,20000.0,24,603,3992.7704106716646,0,1,0,0,0,0,1,0
242,57,39085.89190853437,9,557,30004.804287257768,0,1,1,0,0,0,0,0
243,52,219587.40811550344,13,718,5711.740535453672,0,1,1,1,1,0,0,0
244,53,77660.87877600247,29,683,8242.146395938187,0,1,1,1,0,0,0,0
245,21,69115.44146424945,24,658,22712.781870815477,0,1,0,1,0,0,0,0
246,39,256946.7904452385,13,680,6881.306717626139,0,1,1,0,0,0,0,0
247,22,48219.56288450557,34,675,13871.267027262404,0,1,1,1,0,0,0,0
248,73,164301.15442874844,33,752,9752.794820883928,0,1,1,0,0,1,0,1
249,64,66399.55144750663,9,753,15204.82372325857,0,1,0,1,0,0,0,0
250,46,81148.65274464052,34,693,1235.5369037597407,0,1,0,0,1,0,0,0
251,52,22610.193317175985,10,717,2143.763449667439,0,1,0,1,0,0,0,0
252,26,40715.43606960187,10,691,24734.81405249266,0,1,1,1,0,0,0,0
253,52,20000.0,20,613,37691.18044621414,0,1,0,0,1,0,1,0
254,24,55481.4459935816,20,710,5374.997008666137,0,1,0,0,0,0,0,0
255,31,81823.67246262841,21,538,10466.884005076392,0,1,1,0,1,0,0,0
256,37,24636.134244883702,6,734,17938.764286734033,0,1,1,1,1,0,0,0
257,58,308458.6686494912,16,554,26721.335338862857,0,1,0,0,0,0,1,0
258,44,74793.39180997961,1,672,1758.686897007175,0,1,1,1,0,0,0,0
259,25,62707.5082633348,11,582,5508.015935620364,0,1,0,0,0,0,0,0
260,72,110827.05487671435,17,694,9579.882637913288,0,1,0,0,1,0,0,0
261,54,30848.935877642543,10,647,26987.800167789763,0,1,1,0,1,0,0,0
262,26,68239.71347233329,15,522,100000.0,0,1,1,0,0,0,1,0
263,42,33742.28318254318,17,683,10635.94172367958,0,1,1,1,1,0,0,0
264,31,208343.60192404824,34,603,3271.5610584920964,0,1,1,0,0,0,1,0
265,68,25670.263032009803,25,720,19975.625358461126,0,1,1,0,0,0,0,0
266,36,62977.47283906401,15,650,50060.912329533916,0,1,0,1,0,0,0,0
267,53,77921.14463801314,5,681,14883.583722860658,1,1,1,0,0,0,0,0
268,29,82113.73648605673,11,573,5395.66673993905,0,1,1,0,0,0,0,0
269,26,37609.49640807987,12,602,34821.62711247165,0,1,1,0,1,0,0,0
270,36,29248.760575759727,3,613,25940.10792691486,0,1,0,1,0,0,1,0
271,49,38046.48047208234,38,718,4788.244620986424,0,1,1,1,0,0,0,0
272,23,91368.89181430523,1,784,19563.592992334077,0,1,1,0,0,1,0,1
273,40,53365.69395882903,25,585,36216.33603327509,0,1,1,0,0,0,0,0
274,56,113206.29432260912,26,736,43559.80247815044,0,1,0,0,0,0,0,0
275,39,87693.49265199709,26,476,12500.838795643764,0,1,1,0,0,0,1,0
276,46,20000.0,14,554,9338.683363873532,0,1,0,0,0,0,0,0
277,23,72984.19847620421,7,573,45582.25714474035,0,1,1,0,1,0,0,0
278,39,362349.2534567126,6,541,3983.194828579512,0,1,1,0,1,0,0,0
279,40,172856.1873596117,39,523,20714.29438474082,0,1,0,0,0,0,1,0
280,52,83919.2686819602,11,683,3394.7091717796366,0,1,1,0,0,0,0,0
281,27,25654.808415537253,12,632,38769.001359485446,0,1,1,0,0,0,0,0
282,72,87732.08604927239,16,680,10321.19146481911,0,1,0,0,1,0,0,0
283,61,108206.84998099705,16,705,47504.666896422306,0,1,0,0,1,1,0,1
284,53,48874.08888319925,35,671,21838.12897083755,0,1,1,1,0,0,0,0
285,60,77141.2662851951,20,702,3931.513597141815,0,1,1,1,1,0,0,0
286,59,200331.73906048594,7,644,55527.17014345198,0,1,1,0,0,0,0,0
287,38,30157.244771133235,4,555,63022.38542250472,0,1,1,0,0,0,1,0
288,60,25677.241043531834,25,734,32282.691302736544,0,1,1,0,0,0,0,0
289,21,104209.59231136263,15,602,6237.982769395447,0,1,1,1,0,0,0,0
290,31,86338.77742121828,35,575,9837.78679600077,0,1,0,0,0,0,0,0
291,48,136362.30587778834,27,635,15450.97237758196,0,1,0,1,0,0,0,0
292,45,94450.86673321966,28,576,6609.673922352066,0,1,1,0,0,0,0,0
293,70,38017.27533419582,11,616,72572.87964859458,0,1,1,0,0,0,0,0
294,43,84605.46327029454,36,677,15433.974143572477,0,1,1,1,0,0,0,0
295,51,24011.754622417513,29,677,1000.0,0,1,1,0,0,0,0,0
296,50,49008.30392606614,22,578,18757.628701957874,0,1,1,0,1,0,0,0
297,62,89521.97320254696,15,610,9431.803448274382,0,1,1,0,0,0,1,0
298,55,44872.86852538209,13,735,12395.309871588255,0,1,1,0,0,0,0,0
299,27,431249.35245970316,9,689,9240.771291095218,0,1,1,1,0,0,0,0
300,36,20000.0,6,816,29942.86715074906,0,1,1,1,1,0,0,0
301,46,38638.62544796785,36,744,40932.83282513699,0,1,1,1,1,0,0,0
302,68,28276.21109846762,28,741,17730.705015382526,0,1,1,1,0,0,0,0
303,72,34191.11021520095,2,538,9515.609294754402,0,1,0,0,0,0,1,0
304,69,35796.35749330668,14,711,12818.731712401506,0,1,1,1,0,0,0,0
305,22,20720.181386562017,35,645,13624.155235943443,0,1,1,1,0,0,1,0
306,21,109333.89313891898,18,605,5988.3426107997975,0,1,1,1,0,0,1,0
307,68,38650.839026195914,12,663,23835.435730004352,0,1,1,1,0,0,0,0
308,32,68244.94664475776,20,725,21163.691427668036,0,1,1,1,1,0,0,0
309,25,42282.95761005893,36,690,62345.1548867429,0,1,0,0,0,0,0,0
310,57,34451.08153094844,26,579,46880.15733130577,0,1,0,0,1,0,0,0
311,52,228164.78517260624,28,709,6729.964060355438,0,1,1,0,0,1,0,1
312,29,125284.9153999602,19,598,30342.309617444233,0,1,1,0,0,0,1,0
313,61,20000.0,24,667,5161.830878238929,0,1,0,1,1,0,0,0
314,55,20000.0,5,625,26793.96892176241,0,1,1,1,0,0,1,0
315,39,137872.83702753956,35,632,7969.569866368762,0,1,0,1,1,0,0,0
316,68,39502.42284123821,1,711,4801.803121283182,0,1,1,1,0,0,0,0
317,36,20000.0,21,566,17677.45437830289,0,1,1,0,0,0,0,0
318,23,138218.09373638095,31,805,1000.0,0,1,1,1,0,1,0,1
319,40,68548.66706429748,15,504,2319.3086523972606,0,1,1,0,0,0,0,0
320,44,73222.41492267439,17,602,11187.005004827595,0,1,0,1,0,0,1,0
321,74,114420.02858008366,4,679,14507.800751862786,0,1,1,1,1,0,0,0
322,53,20994.55239674175,35,696,9234.310514859984,0,1,1,1,1,0,0,0
323,44,20000.0,29,641,2753.32265987973,0,1,1,1,1,0,1,0
324,72,212089.45790992965,18,645,5896.46417492934,0,1,1,1,0,0,0,0
325,31,20000.0,22,682,19755.93689107762,0,1,1,0,0,0,0,0
326,69,22521.141344456424,33,631,23903.538243620802,0,1,0,0,0,0,0,0
327,28,26424.62703027141,12,761,13144.739011771742,0,1,0,0,0,0,0,0
328,56,316145.1551855904,28,717,42481.91695839839,0,1,0,1,1,1,0,1
329,58,88850.16052956451,35,719,19878.559611967095,0,1,0,0,0,1,0,0
330,60,129615.3347447397,21,572,6326.765126473697,0,1,0,0,0,0,1,0
331,40,70047.86243569739,35,643,10091.996334863139,0,1,1,1,0,0,1,0
332,55,36993.23107751003,8,625,3285.03913073729,0,1,1,1,0,0,0,0
333,68,99213.862515354,38,569,11990.392817863038,0,1,1,0,0,0,1,0
334,45,20000.0,18,678,40623.44407561179,0,1,1,1,0,0,0,0
335,55,24928.655357067804,37,606,26510.33894386029,0,1,1,1,0,0,0,0
336,45,107621.97596070427,5,702,54285.331207538715,0,1,1,0,0,1,0,1
337,49,20215.31602889608,14,564,9868.61458388626,0,1,1,0,0,0,0,0
338,38,51468.9928461139,19,787,51333.54902549867,0,1,1,0,0,0,0,0
339,66,53379.93068916594,8,578,11011.503450267806,0,1,1,0,1,0,1,0
340,38,39225.03215388468,31,667,58196.76701289009,0,1,1,0,0,0,0,0
341,22,20000.0,3,713,13070.894619046854,0,1,0,1,0,0,0,0
342,74,36201.53814299064,17,604,27098.438188985136,0,1,0,0,0,0,0,0
343,55,30946.81294366612,4,718,58402.405866377696,0,1,1,1,1,0,0,0
344,36,68128.56702740835,19,551,11010.144691090509,0,1,1,0,1,0,1,0
345,61,65407.514467507724,22,766,16620.447402041096,0,1,0,0,0,0,0,0
346,56,81013.34457701344,10,651,48477.90592559901,0,1,1,1,1,0,0,0
347,53,34864.0322295544,36,602,11695.937474291222,0,1,1,0,1,0,1,0
348,24,90964.29631947793,21,626,3565.6716545237155,0,1,1,0,1,0,1,0
349,53,20000.0,3,714,100000.0,0,1,1,1,1,0,0,0
